event_id,year,true_label,fold,predicted_label,probability_Low,probability_Moderate,probability_Severe,dataset,country_code,region,disaster_type,disaster_subtype,date_granularity,date_imputed,historical_frequency,hdi,Location,magnitude_scale,event_month,hdi_missing,month_missing,magnitude,magnitude_missing,magnitude_group,magnitude_group_unknown,magnitude_robust_z,max_probability,low_minus_severe,moderate_minus_severe
2017-0277-IDN,2017,Moderate,2,Moderate,1.905718659861074e-05,0.99997114687462141,9.7959387800713195e-06,OOF,IDN,South-eastern Asia,Road,Road,day,0,381,0.71199999999999997,"Probolinggo, between Bali and Malang, East Java",,7,0,0,,1,UNKNOWN,1,,0.99997114687462141,9.2612478185394202e-06,0.99996135093584138
2017-0278-IDN,2017,Moderate,2,Moderate,1.905718659861074e-05,0.99997114687462141,9.7959387800713195e-06,OOF,IDN,South-eastern Asia,Road,Road,day,0,378,0.71199999999999997,"West Java, Cianjur",,4,0,0,,1,UNKNOWN,1,,0.99997114687462141,9.2612478185394202e-06,0.99996135093584138
2017-0280-GRC,2017,Low,2,Low,0.80794177650875887,0.0930261129323387,0.099032110558902195,OOF,GRC,Southern Europe,Earthquake,Ground movement,day,0,67,0.88700000000000001,Kos Island,Moment Magnitude,7,0,0,6.7000000000000002,0,Earthquake | Moment Magnitude,0,0.21428571428571411,0.80794177650875887,0.70890966594985672,-0.0060059976265634946
2017-0281-VNM,2017,Low,2,Low,0.52582213180172521,0.36279799477579883,0.1113798734224757,OOF,VNM,South-eastern Asia,Storm,Tropical cyclone,day,0,164,0.72899999999999998,"Thanh Hoa, Nghe An (Hon Ngu beach, Cua Lo district), Ha Tinh, Ha Noi city (Nhà Xanh Market in Câu Giây District)",Kph,7,0,0,95,0,Storm | Kph,0,-0.6470588235294118,0.52582213180172521,0.41444225837924953,0.25141812135332314
2017-0282-USA,2017,Moderate,2,Low,0.76902306644956753,0.18115612671602269,0.049820806834409502,OOF,USA,Northern America,Flood,Flash flood,day,0,504,0.93100000000000005,"Ellison Creek (Water wheel) Tonto National Forest (Gila, Arizona)",Km2,7,0,0,,1,Flood | Km2,0,,0.76902306644956753,0.71920225961515805,0.13133531988161318
2017-0284-CHN,2017,Moderate,2,Low,0.66277224349412178,0.2439958550409832,0.093231901464894101,OOF,CHN,Eastern Asia,Storm,Lightning/Thunderstorms,day,0,1162,0.76500000000000001,"Hebei, Shanxi, Liaoning, Jilin (Jilin City), Heilongjiang, Shaanxi, Gansu, Ningxia Hui",Kph,7,0,0,,1,Storm | Kph,0,,0.66277224349412178,0.56954034202922765,0.1507639535760891
2017-0286-CHN,2017,Moderate,2,Low,0.66277224349412178,0.2439958550409832,0.093231901464894101,OOF,CHN,Eastern Asia,Storm,Lightning/Thunderstorms,day,0,1163,0.76500000000000001,"Chen village in Taiping town, Yunnan, Guangxi Zhuang, Chongqing, Sichuan, Guizhou",Kph,7,0,0,,1,Storm | Kph,0,,0.66277224349412178,0.56954034202922765,0.1507639535760891
2017-0287-CHN,2017,Moderate,2,Moderate,0.40483577093510381,0.479506137952186,0.1156580911127099,OOF,CHN,Eastern Asia,Flood,Flood (General),day,0,1165,0.76500000000000001,"Jiangsu, Shandong, Henan, Hubei, Shaanxi",Km2,7,0,0,,1,Flood | Km2,0,,0.479506137952186,0.2891776798223939,0.36384804683947608
2017-0288-AFG,2017,Moderate,2,Moderate,0.1819826299731474,0.42314975606417798,0.39486761396267428,OOF,AFG,Southern Asia,Flood,Flood (General),day,0,162,0.496,"Badakhshan (Nusay, Shekay, Kuf Ab districts), Kabul (Kabul, Khak-i-Jabbar, Sarobi districts), Nangarhar provinces (Rodat, Kulma districts)",Km2,7,0,0,,1,Flood | Km2,0,,0.42314975606417798,-0.21288498398952688,0.028282142101503704
2017-0289-IND,2017,Moderate,2,Moderate,0.1547852402403532,0.5067993121265234,0.3384154476331232,OOF,IND,Southern Asia,Flood,Riverine flood,day,0,615,0.64900000000000002,"Lakhimpur, Bangaigaon, Jorhat, Golaghat, Cachar, Dhemjai, Biswanath, Karimganj, Barpeta, Karbi Anglong, Sonitpur, Darrang, Hojai (Sub Division), Bhuragaon (Sub Division), Majuli, Nagaon, Nalbari, Sivasagar, Morigaon, Chirang, Dibrugarh, Dhubri, Kokrajhar, South Salmara, Charaideo, Goalpara districts (Assam)",Km2,6,0,0,,1,Flood | Km2,0,,0.5067993121265234,-0.18363020739277,0.1683838644934002
2017-0294-IND,2017,Severe,2,Moderate,0.2022205026715779,0.46432147420196129,0.33345802312646039,OOF,IND,Southern Asia,Flood,Flood (General),month,1,611,0.64900000000000002,"Banaskantha, Valsad, Navsari, Surat, Sabarkantha, Patan (Gujarat), Barmer, Jalore, Udaipur, Sirohi, Pali (Rajasthan), Kolkata (West Bengal)",Km2,6,0,0,,1,Flood | Km2,0,,0.46432147420196129,-0.13123752045488249,0.1308634510755009
2017-0295-IND,2017,Moderate,2,Moderate,0.15651019561866111,0.53465741341082984,0.30883239097050968,OOF,IND,Southern Asia,Collapse (Miscellaneous),Collapse (Miscellaneous),day,0,621,0.64900000000000002,Bombay,,7,0,0,,1,UNKNOWN,1,,0.53465741341082984,-0.15232219535184857,0.22582502244032016
2017-0296-ECU,2017,Moderate,2,Moderate,1.905718659861074e-05,0.99997114687462141,9.7959387800713195e-06,OOF,ECU,Latin America and the Caribbean,Road,Road,day,0,67,0.76400000000000001,Between Quito and La Mana,,7,0,0,,1,UNKNOWN,1,,0.99997114687462141,9.2612478185394202e-06,0.99996135093584138
2017-0300-CMR,2017,Moderate,2,Moderate,0.057675251932286203,0.53730841391187911,0.40501633415583538,OOF,CMR,Sub-Saharan Africa,Water,Water,day,0,58,0.58099999999999996,Near Debumsha,,7,0,0,,1,UNKNOWN,1,,0.53730841391187911,-0.3473410822235492,0.13229207975604373
2017-0301-COD,2017,Moderate,2,Severe,0.040009368205561301,0.40601127300565221,0.55397935878878624,OOF,COD,Sub-Saharan Africa,Water,Water,day,0,205,0.49099999999999999,"Kasai river, Idiofa (Inongo province)",,7,0,0,,1,UNKNOWN,1,,0.55397935878878624,-0.5139699905832249,-0.14796808578313403
2017-0305-NER,2017,Moderate,2,Severe,0.16845295101711311,0.22458507557710111,0.60696197340578628,OOF,NER,Sub-Saharan Africa,Epidemic,Viral disease,day,0,64,0.38400000000000001,"Bosso, Diffa, Goudoumaria, Maine Soroa, N'Guigmi districts",Vaccinated,6,0,0,,1,UNKNOWN,1,,0.60696197340578628,-0.43850902238867318,-0.38237689782868517
2017-0307-LKA,2017,Severe,2,Severe,0.2867635492886868,0.24588286379225821,0.46735358691905499,OOF,LKA,Southern Asia,Epidemic,Viral disease,day,0,56,0.77700000000000002,"Colombo, Gampaha, Kalutara, Kandy, Matalen Nuwara Eliya, Galle, Hambantota, Matara, Jaffna, Kilinochchi, Mannar, Vavuniya, Mulativu, Batticaloa, Ampara, Trincomalee, Kurunegala, Puttalam, Anuradhapura, Polonnaruwa, Badulla, Moneragala, Ratnapura, Kegalle, Kamunai districts",Vaccinated,1,0,0,,1,UNKNOWN,1,,0.46735358691905499,-0.18059003763036818,-0.22147072312679678
2017-0308-SAU,2017,Moderate,2,Moderate,0.13191576480417519,0.5503006094852062,0.3177836257106188,OOF,SAU,Western Asia,Fire (Miscellaneous),Fire (Miscellaneous),day,0,51,0.86899999999999999,Najrane,,7,0,0,,1,UNKNOWN,1,,0.5503006094852062,-0.18586786090644361,0.2325169837745874
2017-0309-USA,2017,Moderate,2,Moderate,0.18755049600824281,0.61349521642561355,0.19895428756614369,OOF,USA,Northern America,Air,Air,day,0,503,0.93100000000000005,Le Flore county (Mississippi state),,7,0,0,,1,UNKNOWN,1,,0.61349521642561355,-0.011403791557900889,0.41454092885946986
2017-0310-DEU,2017,Low,2,Low,0.90413422566940416,0.081827494417322996,0.0140382799132722,OOF,DEU,Western Europe,Flood,Riverine flood,day,0,61,0.95099999999999996,"Hildesheim in Niedersachsen, districts surrounding the mountain range of Harz, Goslar district, Rhüden, Goslar, Bad Harzburg, Wernigerode in Harz district, Sachsen-Anhalt, Thuringia",Km2,7,0,0,,1,Flood | Km2,0,,0.90413422566940416,0.89009594575613193,0.067789214504050802
2017-0311-MMR,2017,Low,2,Low,0.53914027645094342,0.23456155517248711,0.22629816837656919,OOF,MMR,South-eastern Asia,Flood,Riverine flood,day,0,62,0.58699999999999997,"Magway, Sagaing, Bago (Bago-Kyaukkyi, Tharyarwady Townships), Ayeyarwady (Danubya, Myanaung, Ingapu Townships), Mon State (Kyaikto Township-Kawsannaing, Zayarmon, Northern Wards and Lone Pakkalate Village, Theinzayet Village, Seikkanthar Ward), Mandalay Region (Union Territory-Yamethin), Chin, Kayin, Rakhine (Ann, Taungup Townships) and Shan states, Kachin",Km2,7,0,0,,1,Flood | Km2,0,,0.53914027645094342,0.31284210807437424,0.0082633867959179264
2017-0316-THA,2017,Moderate,2,Low,0.76834614631729692,0.18159553707813961,0.050058316604563301,OOF,THA,South-eastern Asia,Flood,Flood (General),day,0,125,0.79400000000000004,"Sakon Nakhon, Nakhon Sawan, Lop Buri, Chai Nat, Chanthaburi, Phichit, Phetchabun, Phrae (Den Chai, Song), Uttaradit, Chumphon, Kamphaeng Phet, Nan, Chiang Rai, Chiang Mai, Phayao, Ang Thong, Ranong, Lampang, Nan Yasothan (Pa Tiu), Ayutthaya, Trat, Ubon Ratchathani (Si Muang Mai, Kong Chiam, Nam Yuen), Kalasin, Nakhon Phanom, Chai Nat (Manorom, Han Ka, and Nern Kham)",Km2,7,0,0,,1,Flood | Km2,0,,0.76834614631729692,0.71828782971273364,0.1315372204735763
2017-0317-MDG,2017,Moderate,2,Moderate,1.905718659861074e-05,0.99997114687462141,9.7959387800713195e-06,OOF,MDG,Sub-Saharan Africa,Road,Road,day,0,57,0.505,72 km from Antananarico,,8,0,0,,1,UNKNOWN,1,,0.99997114687462141,9.2612478185394202e-06,0.99996135093584138
2017-0318-NGA,2017,Moderate,2,Severe,0.1002840215946549,0.15934361695609001,0.74037236144925545,OOF,NGA,Sub-Saharan Africa,Epidemic,Bacterial disease,day,0,354,0.53400000000000003,"Asa, Ilorin East, Ilorin South, Ilorin West, Moro (Kwara state)",,6,0,0,,1,UNKNOWN,1,,0.74037236144925545,-0.64008833985460056,-0.58102874449316544
2017-0320-FRA,2017,Low,2,Low,0.87767699243668551,0.098008334462770894,0.024314673100542899,OOF,FRA,Western Europe,Flood,Flash flood,day,0,84,0.90800000000000003,Haute-Loire Department (Le Brignon),Km2,6,0,0,,1,Flood | Km2,0,,0.87767699243668551,0.85336231933614259,0.073693661362227991
2017-0321-NPL,2017,Moderate,2,Severe,0.17461255438302209,0.3477860246190832,0.47760142099789421,OOF,NPL,Southern Asia,Flood,Flood (General),day,0,108,0.58799999999999997,"Kaski, Syangja (Gandaki), Mugu (Karnali), Sindhuli, Dudhauli (Janakpur), Saptari, Tilathi (Sagarmatha) districts, Parbat district (Daulagiri), Myanglung,Terhathum district (Koshi), Pyuthan district (Rapti)",Km2,6,0,0,,1,Flood | Km2,0,,0.47760142099789421,-0.30298886661487212,-0.12981539637881101
2017-0326-TWN,2017,Low,2,Low,0.59235907966145596,0.19831513072536411,0.20932578961317949,OOF,TWN,Eastern Asia,Storm,Tropical cyclone,day,0,68,,"Kaohsiung City, New Taipei City",Kph,7,1,0,150,0,Storm | Kph,0,0,0.59235907966145596,0.38303329004827646,-0.011010658887815383
2017-0327-JPN,2017,Low,2,Low,0.82206304939605002,0.1423727053586806,0.035564245245269299,OOF,JPN,Eastern Asia,Storm,Tropical cyclone,day,0,145,0.92000000000000004,"Wakayama prefecture; Mie region, Kagoshima (Yakushima, Minami-ko towns), Miyazaki, Oita, Fukuoka Prefectures, Hyogo Prefecture",Kph,8,0,0,120,0,Storm | Kph,0,-0.35294117647058826,0.82206304939605002,0.78649880415078077,0.1068084601134113
2017-0328-AUT,2017,Low,2,Low,0.92064665775247922,0.068425104857601504,0.0109282373899187,OOF,AUT,Western Europe,Storm,Severe weather,day,0,24,0.92200000000000004,"Tirol, Karnten, Liezen (Sölk, Öblarn, Donnersbachwald), Murtal-Judenburg (Oberzeiring, Kobenz), Murau (Oberwölz) (Steiermark), Grossartal-Sankt Johann imm Pongau (Salzburg), Mayhofem-Schwaz (Zillertal), Steinach am Brenner-Innsbruck-land, Floitental (Schwaz), Oberösterreich (Waldzell-Ried im Innkreis), Niederösterreich, Bruck-Mürzzuschlag-Bruck an der mur, Deutschlandsberg, Wiez, Leoben",Kph,8,0,0,,1,Storm | Kph,0,,0.92064665775247922,0.90971842036256056,0.057496867467682802
2017-0328-ITA,2017,Low,2,Low,0.87956634876181605,0.097983787543274997,0.022449863694907899,OOF,ITA,Southern Europe,Storm,Severe weather,day,0,101,0.89700000000000002,"Tramontina (Pordenone & Udine-Frioul region); Marziai (Belluno-Dolomites), Cortina d'Ampezzo (Belluno), Alto Adige, Lago di Garda (Verona), Adige Valley",Kph,8,0,0,,1,Storm | Kph,0,,0.87956634876181605,0.85711648506690818,0.075533923848367102
2017-0331-CHN,2017,Moderate,2,Low,0.60209348244927807,0.1938408553021834,0.20406566224853781,OOF,CHN,Eastern Asia,Earthquake,Ground movement,day,0,1168,0.76500000000000001,"Aba prefecture, Jiuzhaigou County (Sichuan province)",Moment Magnitude,8,0,0,6.5,0,Earthquake | Moment Magnitude,0,0.071428571428571161,0.60209348244927807,0.39802782020074023,-0.010224806946354414
2017-0332-CHN,2017,Moderate,2,Moderate,0.0550240111169744,0.5479820730267021,0.39699391585632288,OOF,CHN,Eastern Asia,Mass movement (wet),Landslide (wet),day,0,1167,0.76500000000000001,Puge (Liangshan Yi-Sichuan province),,8,0,0,,1,UNKNOWN,1,,0.5479820730267021,-0.34196990473934846,0.15098815717037922
2017-0333-EGY,2017,Moderate,2,Moderate,0.1902333309984332,0.55123125541408025,0.2585354135874865,OOF,EGY,Northern Africa,Rail,Rail,day,0,151,0.71999999999999997,Khourchid,,8,0,0,,1,UNKNOWN,1,,0.55123125541408025,-0.068302082589053292,0.29269584182659375
2017-0335-CHN,2017,Moderate,2,Moderate,0.2104125283387015,0.78958747166129795,0,OOF,CHN,Eastern Asia,Road,Road,day,0,1170,0.76500000000000001,Shaanxi province,,8,0,0,,1,UNKNOWN,1,,0.78958747166129795,0.2104125283387015,0.78958747166129795
2017-0337-VNM,2017,Moderate,2,Low,0.55375655935791657,0.3181459114622307,0.1280975291798527,OOF,VNM,South-eastern Asia,Flood,Flash flood,day,0,165,0.72899999999999998,"Yen Bai (Mu Cang Chai district), Son La (Muong La), Bac Kan, Lai Chau (Nam-Ho Dien Bien district), Dien Bien",Km2,8,0,0,,1,Flood | Km2,0,,0.55375655935791657,0.42565903017806384,0.190048382282378
2017-0340-COD,2017,Severe,2,Severe,0.096203605899599004,0.43714397958657358,0.46665241451382711,OOF,COD,Sub-Saharan Africa,Mass movement (wet),Landslide (wet),day,0,206,0.49099999999999999,Tora (Ituri),,8,0,0,,1,UNKNOWN,1,,0.46665241451382711,-0.37044880861422813,-0.029508434927253524
2017-0341-POL,2017,Low,2,Low,0.8860817343835371,0.087586774267445697,0.026331491349016498,OOF,POL,Eastern Europe,Storm,Derecho,day,0,45,0.88200000000000001,"Chojnice district (Suszek, Konarzyny), Pomorskie Voivodeship, Wielkopolskie, Torun, Gniezna, Wrzesnia, Nakla",Kph,8,0,0,150,0,Storm | Kph,0,0,0.8860817343835371,0.85975024303452063,0.061255282918429202
2017-0342-BGD,2017,Severe,2,Moderate,0.25278142540566417,0.41664292293773791,0.33057565165659758,OOF,BGD,Southern Asia,Flood,Flood (General),day,0,215,0.63300000000000001,"Dinajpur, Kurigram, Lalmonirhat, Nilphamari, Chapainawabganj, Moulvibazar, Jessore, Sylhet, Gaibandha, Sunamganj, Mymensingh, Thakurgaon, Jamalpur, Joypurhat, Naogaon, Panchagarh, Bogra, Tangail, Rangamati, Comilla, Dhaka, Faridpur, Madaripur, Brahamanbaria, Munshiganj, Natore, Sirajganj, Rangpur, Sherpur, Netrakona, Chandpur, Rajshahi",Km2,8,0,0,,1,Flood | Km2,0,,0.41664292293773791,-0.077794226250933407,0.086067271281140334
2017-0342-IND,2017,Severe,2,Moderate,0.1997649115414977,0.46139006145366729,0.3388450270048346,OOF,IND,Southern Asia,Flood,Flood (General),day,0,623,0.64900000000000002,"Araria, Jogbani (Bihar); Uttar Pradesh, West Bengal",Km2,8,0,0,,1,Flood | Km2,0,,0.46139006145366729,-0.1390801154633369,0.12254503444883269
2017-0342-NPL,2017,Severe,2,Severe,0.1464467654583731,0.32042375463664913,0.53312947990497717,OOF,NPL,Southern Asia,Flood,Flood (General),day,0,110,0.58799999999999997,"Lalitpur, Palpa, Jhapa, Morang, Sunsari, Saptari, Bardia, Dang,Banke, Sirha, Sarlai, Bara, Sindhuli, Panchhthar, Rasuwa, Rupendehi, Baglung, Nawalparasi, Kailali, Kalikot, Doti, Dhading, Ramechhap, Syangia, Parbat, Pyuthan, Kaski, Terathum, Dolakha districts",Km2,8,0,0,64676.5,0,Flood | Km2,0,0.49956896551724139,0.53312947990497717,-0.38668271444660407,-0.21270572526832804
2017-0343-SLE,2017,Severe,2,Moderate,0.1269726103949432,0.46402793627691707,0.40899945332813947,OOF,SLE,Sub-Saharan Africa,Mass movement (wet),Mudslide,day,0,27,0.44500000000000001,"Freetown, Regent neighbourhood, Juba/Kaningo, Malama/Kamayama",,8,0,0,,1,UNKNOWN,1,,0.46402793627691707,-0.28202684293319624,0.055028482948777602
2017-0345-IND,2017,Moderate,2,Moderate,0.15115208334632041,0.48180976870145859,0.36703814795222101,OOF,IND,Southern Asia,Miscellaneous accident (General),Miscellaneous accident (General),day,0,624,0.64900000000000002,Gorakhpur,,8,0,0,,1,UNKNOWN,1,,0.48180976870145859,-0.2158860646059006,0.11477162074923758
2017-0348-CAF,2017,Moderate,2,Moderate,7.165659546230607e-05,0.98495338554160183,0.0149749578629358,OOF,CAF,Sub-Saharan Africa,Road,Road,day,0,53,0.35599999999999998,Boutili,,8,0,0,,1,UNKNOWN,1,,0.98495338554160183,-0.014903301267473494,0.96997842767866604
2017-0349-ITA,2017,Low,2,Low,0.77618654821664801,0.12157510885197011,0.10223834293138161,OOF,ITA,Southern Europe,Earthquake,Ground movement,day,0,102,0.89700000000000002,"Casamicciola Terme, Lacco Ameno (Ischia Isl.), near Flegrea coast of Campania (Naples province)",Moment Magnitude,8,0,0,4.2999999999999998,0,Earthquake | Moment Magnitude,0,-1.5,0.77618654821664801,0.67394820528526644,0.0193367659205885
2017-0350-CHE,2017,Low,2,Moderate,0.21104243887711949,0.56069254680454406,0.2282650143183366,OOF,CHE,Western Europe,Mass movement (dry),Rockfall (dry),day,0,25,0.95999999999999996,"Bregaglia Valley, Bondo in Graubünden canton",,8,0,0,,1,UNKNOWN,1,,0.56069254680454406,-0.017222575441217108,0.33242753248620749
2017-0351-RUS,2017,Moderate,2,Moderate,1.905718659861074e-05,0.99997114687462141,9.7959387800713195e-06,OOF,RUS,Eastern Europe,Road,Road,day,0,256,0.83799999999999997,"Taman Pensinsula, Kertch detroit",,8,0,0,,1,UNKNOWN,1,,0.99997114687462141,9.2612478185394202e-06,0.99996135093584138
2017-0352-CHN,2017,Low,2,Low,0.66043135146988508,0.24434714341446401,0.095221505115650307,OOF,CHN,Eastern Asia,Storm,Tropical cyclone,day,0,1172,0.76500000000000001,"Southern, Guangdong, Guangxi Zhuang, and Fujian Provinces (Guanghai, Guangdong towns, Zhuhai, Shenzhen), Guizhou and Yunnan",Kph,8,0,0,,1,Storm | Kph,0,,0.66043135146988508,0.56520984635423477,0.1491256382988137
2017-0352-MAC,2017,Moderate,2,Low,0.73932579981932212,0.16153952542336031,0.099134674757317506,OOF,MAC,Eastern Asia,Storm,Tropical cyclone,day,0,1,,Fai Chi Kei,Kph,8,1,0,,1,Storm | Kph,0,,0.73932579981932212,0.6401911250620046,0.062404850666042802
2017-0352-VNM,2017,Low,2,Low,0.56791876239097472,0.33285943248787431,0.099221805121150905,OOF,VNM,South-eastern Asia,Storm,Tropical cyclone,day,0,166,0.72899999999999998,Lao Cai (Sa Pa district),Kph,8,0,0,,1,Storm | Kph,0,,0.56791876239097472,0.4686969572698238,0.23363762736672339
2017-0354-BRA,2017,Moderate,2,Moderate,0.060965798849188901,0.65940770941280125,0.27962649173801002,OOF,BRA,Latin America and the Caribbean,Water,Water,day,0,173,0.77000000000000002,Para,,8,0,0,,1,UNKNOWN,1,,0.65940770941280125,-0.21866069288882112,0.37978121767479123
2017-0355-IRQ,2017,Moderate,2,Moderate,0.059864663837604699,0.64067434880845475,0.29946098735394139,OOF,IRQ,Western Asia,Water,Water,day,0,30,0.68100000000000005,Khor Abdallah canal,,8,0,0,,1,UNKNOWN,1,,0.64067434880845475,-0.2395963235163367,0.34121336145451336
2017-0356-SGP,2017,Moderate,2,Moderate,0.074758999386517103,0.66269711907421425,0.26254388153926889,OOF,SGP,South-eastern Asia,Water,Water,day,0,2,0.93500000000000005,,,8,0,0,,1,UNKNOWN,1,,0.66269711907421425,-0.1877848821527518,0.40015323753494536
2017-0358-NGA,2017,Moderate,2,Severe,0.040726303177400502,0.42392423193911272,0.53534946488348645,OOF,NGA,Sub-Saharan Africa,Water,Water,day,0,357,0.53400000000000003,Lagos,,8,0,0,,1,UNKNOWN,1,,0.53534946488348645,-0.49462316170608595,-0.11142523294437373
2017-0359-IND,2017,Moderate,2,Moderate,0.18923062224980899,0.51023656659705474,0.30053281115313663,OOF,IND,Southern Asia,Rail,Rail,day,0,627,0.64900000000000002,"Khatauli, Muzaffarnagar (Uttar Pradesh state)",,8,0,0,,1,UNKNOWN,1,,0.51023656659705474,-0.11130218890332763,0.20970375544391812
2017-0360-AUT,2017,Low,2,Low,0.91429265814598004,0.072703097000215794,0.013004244853803601,OOF,AUT,Western Europe,Storm,Severe weather,day,0,25,0.92200000000000004,"Sankt Johann am Walde (Braunau am Inn), Salzburg, Bad Ischl (Gmunden)",Kph,8,0,0,126,0,Storm | Kph,0,-0.28235294117647058,0.91429265814598004,0.90128841329217646,0.059698852146412192
2017-0360-DEU,2017,Low,2,Low,0.90942183857197922,0.076006796099464299,0.0145713653285561,OOF,DEU,Western Europe,Storm,Severe weather,day,0,62,0.95099999999999996,"Passau district, Freyung-Grafenau (Niederbayern), Altötting (Oberbayern)",Kph,8,0,0,,1,Storm | Kph,0,,0.90942183857197922,0.89485047324342315,0.061435430770908198
2017-0361-CMR,2017,Moderate,2,Moderate,1.905718659861074e-05,0.99997114687462141,9.7959387800713195e-06,OOF,CMR,Sub-Saharan Africa,Road,Road,day,0,60,0.58099999999999996,Muyuka,,8,0,0,,1,UNKNOWN,1,,0.99997114687462141,9.2612478185394202e-06,0.99996135093584138
2017-0362-USA,2017,Moderate,2,Low,0.73277573600561474,0.17986295413691769,0.087361309857466707,OOF,USA,Northern America,Storm,Tropical cyclone,day,0,506,0.93100000000000005,"Eastern Texas (Rockport, Corpus Chrsti, Port Lavaca, Cypress area of Houston, Houston metro area, Beaumont, Port Arthur, Angelina, Aransas, Atascosa, Austin, Bastrop, Bee, Bexar, Brazoria, Brazos, Burleson, Caldwell, Calhoun, Cameron, Chambers, Colorado, Comal, DeWitt, Fayette, Fort Bend, Galveston, Goliad, Gonzales, Grimes, Guadalupe, Hardin, Harris, Jackson, Jasper, Jefferson, Jim Wells, Karnes, Kerr, Kleberg, Lavaca, Lee, Leon, Liberty, Live Oak, Madison, Matagorda, Montgomery, Newton, Nueces, Orange, Polk, Refugio, Sabine, San Jacinto, San Patricio, Trinity, Tyler, Victoria, Walker, Waller, Washington, Wharton, Willacy, Wilson, San Augustine), Southwestern Louisiana (Acadia, Forrest, Iberia, Lafayette, Vernon, Beauregard, Calcasieu, Cameron (Hackberry), Jefferson Davis, Vermillion, Allen, Natchitoches, Rapides, Sabine)",Kph,8,0,0,215,0,Storm | Kph,0,0.76470588235294112,0.73277573600561474,0.64541442614814803,0.092501644279450984
2017-0363-CHN,2017,Moderate,2,Moderate,0.0550240111169744,0.5479820730267021,0.39699391585632288,OOF,CHN,Eastern Asia,Mass movement (wet),Landslide (wet),day,0,1174,0.76500000000000001,Bijie (Guizhou province),,8,0,0,,1,UNKNOWN,1,,0.5479820730267021,-0.34196990473934846,0.15098815717037922
2017-0364-IND,2017,Moderate,2,Moderate,0.20105434488476381,0.468157040030656,0.3307886150845798,OOF,IND,Southern Asia,Flood,Flash flood,day,0,629,0.64900000000000002,"Mumbai (Dadar, Khar, Bandra, Lalbaug, Kalina, Sion, Byculla, Matunga, Wadala, Parel, Khar-Danda, Pali Hill, Carter Road, Bandra, Ghatkopar, Bhandup, Mulund, and Santacruz), Thane (Maharashtra)",Km2,8,0,0,,1,Flood | Km2,0,,0.468157040030656,-0.12973427019981598,0.13736842494607621
2017-0365-YEM,2017,Moderate,2,Low,0.60491344130005165,0.2251722931814584,0.16991426551848951,OOF,YEM,Western Asia,Flood,Flood (General),day,0,67,0.45900000000000002,"Taëz, Lahj provinces, Portions of Jibla (south of Ibb), Taizz city, Ibb city",Km2,8,0,0,,1,Flood | Km2,0,,0.60491344130005165,0.43499917578156211,0.055258027662968889
2017-0366-EGY,2017,Moderate,2,Moderate,1.905718659861074e-05,0.99997114687462141,9.7959387800713195e-06,OOF,EGY,Northern Africa,Road,Road,day,0,152,0.71999999999999997,,,8,0,0,,1,UNKNOWN,1,,0.99997114687462141,9.2612478185394202e-06,0.99996135093584138
2017-0367-CMR,2017,Low,2,Low,0.61895589121440342,0.21338396940212431,0.16766013938347141,OOF,CMR,Sub-Saharan Africa,Flood,Flash flood,day,0,59,0.58099999999999996,"Santchou, Bebong, Fondo Nera, Echiok, Nden-Ofoungouo, Fosso Ouasen Menoua Division",Km2,8,0,0,,1,Flood | Km2,0,,0.61895589121440342,0.45129575183093201,0.045723830018652906
2017-0368-BFA,2017,Low,2,Low,0.58900820377017615,0.2228914961034435,0.18810030012637979,OOF,BFA,Sub-Saharan Africa,Flood,Flood (General),month,1,51,0.438,Oudalan province (Tin-Akoff commune),Km2,7,0,0,,1,Flood | Km2,0,,0.58900820377017615,0.40090790364379636,0.034791195977063705
2017-0369-IND,2017,Moderate,2,Moderate,0.1517915715951853,0.52820364041279666,0.32000478799201831,OOF,IND,Southern Asia,Collapse (Miscellaneous),Collapse (Miscellaneous),day,0,630,0.64900000000000002,Bombay,,8,0,0,,1,UNKNOWN,1,,0.52820364041279666,-0.16821321639683301,0.20819885242077835
2017-0370-NER,2017,Moderate,2,Low,0.39453409259786459,0.31875408281041678,0.28671182459171851,OOF,NER,Sub-Saharan Africa,Flood,Flood (General),day,0,65,0.38400000000000001,"Agadez, Diffa, Dosso, Maradi, Niamey, Tahoua, Tillabery,Zinder",Km2,8,0,0,184437.32999999999,0,Flood | Km2,0,2.0404957539886772,0.39453409259786459,0.10782226800614608,0.032042258218698272
2017-0372-CHN,2017,Moderate,2,Moderate,0.40175979278192692,0.47754706520198598,0.12069314201608659,OOF,CHN,Eastern Asia,Flood,Flood (General),day,0,1168,0.76500000000000001,"Gansu, Jilin, Liaoning, Heilongjiang, Shandong, Henan, Hubei, Sichuan (Chengdu, Luzhou, and Deyang) provinces",Km2,8,0,0,,1,Flood | Km2,0,,0.47754706520198598,0.28106665076584031,0.35685392318589937
2017-0376-MEX,2017,Moderate,2,Low,0.78089972813123498,0.15463910770834099,0.064461164160423703,OOF,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,day,0,183,0.78100000000000003,"Cabo San Lucas, San Jose del Cabo (Baja California Sur), Comondu, Mulege, La Paz, Los Cabos, Loreto",Kph,8,0,0,,1,Storm | Kph,0,,0.78089972813123498,0.71643856397081129,0.090177943547917291
